,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
39909,LP002626,Amador,Brown,Male,35,Yes,0,Not Graduate,No,2155,2015.4691306405625,128.80750060585333,360.0,0.0,Rural,N,33137,Homestead,25.93,-80.16
39911,LP002205,Elizabeth,Evans,Male,21,No,0,Not Graduate,No,2182,1414.4281527260966,192.3207036509269,360.0,1.0,Rural,N,33145,Hialeah,25.9,-80.35
39917,LP001606,Gary,Parker,Male,48,No,0,Graduate,No,989,1951.5148345294797,177.80258267986719,360.0,0.0,Semiurban,Y,33013,Miami,25.78,-80.28
39920,LP002115,Cleofas,Parker,Male,24,Yes,0,Graduate,No,1946,589.0003250055329,137.6372274532438,360.0,1.0,Semiurban,Y,33030,Miami,25.78,-80.24
39924,LP002916,Esther,Parker,Female,52,No,0,Graduate,No,1127,2657.970902128027,142.06575430125505,360.0,0.0,Semiurban,Y,33174,Hialeah,25.92,-80.32
39929,LP001275,Dennis,Parker,Male,54,No,1,Graduate,No,996,2077.2787048786204,112.38689568634503,360.0,1.0,Urban,Y,33030,Miami,25.76,-80.2
39931,LP001693,Gustavo,Parker,Male,51,Yes,0,Graduate,No,2487,2691.502200927334,136.6749455922696,180.0,1.0,Urban,Y,33018,Miami,25.82,-80.2
39932,LP001228,Jay,Rivera,Male,24,No,0,Graduate,Yes,1349,1294.5496376777028,166.73167013204386,180.0,1.0,Urban,N,33149,Miami,25.85,-80.16
39935,LP001157,Lawrence,Parker,Male,46,Yes,0,Graduate,No,769,1468.3873365066645,117.75872284080481,360.0,1.0,Semiurban,N,33190,Miami,25.61,-80.13
39936,LP001875,Josiah,Clark,Female,22,Yes,1,Not Graduate,No,1132,1430.181985244094,113.41945167450338,180.0,0.0,Urban,Y,33185,Miami,25.83,-80.45
39939,LP001776,Brittany,Dawson,Male,53,Yes,1,Graduate,No,1699,1400.3058866867216,113.57495171827573,300.0,1.0,Urban,Y,33015,Miami,25.9,-80.27
39940,LP002600,Matias,Collins,Male,39,No,3+,Not Graduate,Yes,3913,1821.3498541011313,151.05867508330613,180.0,1.0,Rural,Y,33174,Miami,25.78,-80.41
39941,LP001915,Harvey,Ramirez,Male,35,No,0,Graduate,No,2278,2879.1222326619977,124.60042378494529,360.0,1.0,Semiurban,Y,33138,Miami,25.57,-80.41
39947,LP001205,Jordan,Alexander,Female,45,No,3+,Graduate,No,4234,2263.9168148282242,115.98975123245383,180.0,1.0,Urban,Y,33181,Miami,25.95,-80.18
39951,LP002637,Alvaro,Gonzalez,Female,39,Yes,0,Graduate,No,1547,2614.0692462500538,98.947217994337,360.0,1.0,Rural,Y,33185,Miami,25.9,-80.51
39953,LP002706,Anne,Hale,Male,38,Yes,0,Graduate,No,2264,3002.8574932117067,212.48224220854257,360.0,1.0,Urban,Y,33056,Key Biscayne,25.56,-80.24
39954,LP001487,Tyler,Ruiz,Male,35,Yes,0,Not Graduate,No,1176,1814.4575953625902,185.58733260680253,360.0,1.0,Urban,Y,33010,Miami,25.73,-80.13
39956,LP001647,Barrett,Lawson,Male,23,Yes,0,Graduate,No,2170,1728.1819033160389,144.21027723828075,360.0,0.0,Semiurban,Y,33018,Miami,25.85,-80.21
39958,LP002841,Terrence,Cooper,Male,33,No,0,Graduate,No,1983,1014.6504278425246,186.76459736610497,360.0,1.0,Urban,Y,33101,Miami,25.73,-80.18
39960,LP001814,Jose,Rivera,Male,35,Yes,3+,Graduate,No,1129,1347.472487107305,179.16638805915431,180.0,1.0,Semiurban,Y,33194,Key Biscayne,25.68,-80.45
39961,LP001849,Lucas,Scott,Male,29,No,0,Graduate,Yes,3300,3627.7661380410514,153.09265827797446,360.0,1.0,Semiurban,N,33015,Miami,25.53,-80.34
39965,LP002874,Emma,Jordan,Male,42,No,0,Graduate,No,1328,1793.6405576355971,143.42281805696737,180.0,1.0,Rural,Y,33160,Miami,25.65,-80.36
39966,LP002841,Patrick,Bryant,Male,36,No,0,Graduate,No,1288,2650.180939045885,253.7665965490441,84.0,1.0,Rural,Y,33035,Miami,25.89,-80.36
39968,LP001531,Natividad,Dawson,Female,24,No,0,Not Graduate,No,1429,3483.592550233419,179.03325913173427,360.0,1.0,Semiurban,N,33143,Miami,25.76,-80.27
39969,LP002158,Chloe,Duncan,Male,39,No,0,Graduate,No,2441,2285.8883651022907,353.4571196421007,360.0,1.0,Semiurban,Y,33170,Homestead,25.93,-80.21
39970,LP002158,Toby,Parker,Female,29,Yes,0,Graduate,No,2468,980.6643297198702,101.42698018094856,360.0,1.0,Semiurban,N,33149,Hialeah,25.61,-80.15
39978,LP002716,Julian,Hale,Male,26,No,0,Graduate,No,1507,938.135740623566,98.14911792737371,360.0,0.0,Rural,Y,33196,Miami,25.73,-80.23
39981,LP001112,Brian,Blake,Male,38,No,1,Graduate,No,2038,1124.6921751305315,172.313109897934,180.0,0.0,Semiurban,Y,33137,Miami,25.76,-80.49
39986,LP002626,Jade,Brooks,Male,25,No,2,Graduate,No,989,2395.732677272979,183.81730723863012,360.0,0.0,Rural,N,33030,Miami,25.76,-80.49
39987,LP002600,Jade,Parker,Male,45,No,2,Graduate,No,1459,1622.9099895661861,204.43147053170202,360.0,1.0,Semiurban,Y,33031,Miami,25.48,-80.24
39989,LP002842,Curtis,Walker,Male,23,No,0,Graduate,No,974,2025.4543865302394,121.88979446948369,360.0,0.0,Rural,Y,33140,Miami,25.93,-80.21
39991,LP002571,Amy,Parker,Male,36,No,0,Graduate,No,820,2435.366659094675,238.73836150977635,360.0,1.0,Semiurban,Y,33193,Miami,25.96,-80.28
39992,LP001529,Camilo,Rivera,Male,35,Yes,1,Graduate,No,1676,4088.553399719989,129.71053391295243,360.0,0.0,Semiurban,Y,33179,Hialeah,25.94,-80.3
39993,LP001243,Jade,Torres,Male,29,Yes,0,Graduate,No,941,1015.9218632892386,129.94751710710136,180.0,1.0,Semiurban,Y,33135,Miami,25.7,-80.24
39994,LP002837,Jesse,Coleman,Male,27,No,0,Graduate,No,1867,2193.674065486169,115.34968924239878,360.0,0.0,Urban,Y,33186,Hialeah,25.86,-80.24
39995,LP001086,Roberto,Parker,Male,29,No,0,Graduate,No,2293,1451.338600825672,211.96036607901098,360.0,0.0,Urban,Y,33142,Miami,25.9,-80.17
39996,LP001482,Trevor,Johnson,Male,29,Yes,0,Graduate,No,3760,1393.2742321467754,132.02317912122967,360.0,1.0,Rural,Y,33056,Hialeah,25.49,-80.3
39997,LP001421,Phillip,Bell,Male,29,Yes,0,Graduate,No,5766,4127.063514142226,104.5334666570873,360.0,1.0,Semiurban,Y,33015,Hialeah,25.56,-80.28
39998,LP001343,Iris,Bryant,Male,34,Yes,0,Graduate,No,1438,1955.5141573166884,221.82324663667188,360.0,0.0,Urban,Y,33128,Miami,25.76,-80.4
39999,LP001836,Charles,Harris,Male,41,No,0,Graduate,No,1258,1772.3366329278547,177.88476451965752,180.0,1.0,Rural,Y,33126,Miami,25.76,-80.24
40002,LP002868,Simon,Rivera,Male,30,No,2,Not Graduate,No,2706,3784.2515849587517,111.80636925016424,360.0,1.0,Rural,Y,33012,Miami,25.92,-80.24
40003,LP001938,Guillermo,Ortiz,Female,24,No,0,Graduate,No,1779,1877.592890886162,104.98159354126432,360.0,1.0,Urban,N,33144,Miami,25.85,-80.47
40006,LP001253,Aurora,Flores,Male,24,No,0,Graduate,No,1874,1664.9915854605774,244.61534868654317,360.0,0.0,Urban,Y,33109,Miami,25.68,-80.3
40007,LP002031,Leopoldo,Griffin,Male,23,No,0,Graduate,No,2389,1596.1071498769275,124.6739484058197,360.0,1.0,Semiurban,Y,33030,Miami,25.77,-80.46
40008,LP001892,Aileen,Alexander,Male,37,No,1,Graduate,No,2044,1331.9678060339002,134.8906285587256,360.0,0.0,Urban,Y,33031,Miami,25.78,-80.18
40009,LP002348,Xavier,Perez,Male,35,No,1,Graduate,No,2053,2537.7199810090806,119.11681172828725,180.0,1.0,Semiurban,N,33128,Miami,25.88,-80.58
40011,LP002832,Diego,Hernandez,Male,38,No,3+,Graduate,Yes,1297,1017.8050339673168,154.44009209871922,120.0,1.0,Semiurban,N,33194,Miami Beach,25.7,-80.46
40012,LP002868,Gustavo,Davis,Male,32,No,3+,Graduate,No,2682,3015.083867626974,109.3272339193503,360.0,0.0,Rural,Y,33131,Hialeah,25.61,-80.45
40013,LP001029,Jefferson,Daniels,Male,29,Yes,0,Graduate,No,1172,1578.5085196613427,302.0412785142259,360.0,1.0,Rural,Y,33158,Miami,25.85,-80.24
40014,LP001577,Basilio,Ward,Male,26,Yes,0,Graduate,No,2663,1619.9974137448353,161.59444632992233,360.0,1.0,Rural,Y,33014,Homestead,25.88,-80.24
40021,LP002434,Iris,Wallace,Female,47,Yes,2,Graduate,No,1262,3760.8935268919504,124.32309250856436,360.0,1.0,Rural,N,33180,Miami Beach,25.7,-80.4
40025,LP001603,Herbert,Griffin,Male,19,Yes,0,Graduate,No,3878,1797.523314004969,182.653403550097,360.0,1.0,Urban,Y,33170,Miami,25.77,-80.4
40027,LP001750,Harold,Henderson,Male,43,No,2,Not Graduate,No,3147,3000.279198642054,130.0902105394177,360.0,0.0,Semiurban,Y,33183,Miami,25.81,-80.35
40034,LP002205,Donald,Hall,Male,28,Yes,0,Graduate,Yes,2675,1570.3108986545315,93.69777422649432,84.0,1.0,Rural,N,33165,Miami,25.7,-80.24
40035,LP001993,Marshall,Carter,Male,45,No,0,Graduate,No,2295,3949.1938803840694,116.2935726452313,360.0,1.0,Semiurban,Y,33018,Miami,25.64,-80.34
40038,LP001565,Barbara,Perry,Male,40,Yes,0,Graduate,No,4432,2081.7432332167077,212.8783433428634,360.0,1.0,Semiurban,N,33054,Miami,25.93,-80.45
40039,LP001199,Florentino,Griffin,Female,30,Yes,2,Not Graduate,No,1798,1228.1171355868923,108.56623397583306,360.0,1.0,Urban,Y,33126,Miami,25.82,-80.2
40040,LP002534,Leopoldo,Alexander,Male,27,No,0,Graduate,No,869,3144.585377654833,163.6405604085903,360.0,1.0,Semiurban,Y,33184,Miami,25.52,-80.4
40045,LP002586,Anna,Morris,Female,48,Yes,2,Graduate,No,4307,2562.3494657855354,95.02358568974223,180.0,1.0,Rural,Y,33194,North Miami Beach,25.88,-80.24
40046,LP002931,Scott,Lawson,Male,23,Yes,0,Graduate,No,3531,1481.607291565731,241.7972837010589,360.0,1.0,Rural,N,33185,Opa Locka,25.71,-80.29
40047,LP001603,Santiago,Reed,Female,32,Yes,3+,Graduate,No,2052,1666.3816918493624,123.13009675551906,360.0,1.0,Urban,Y,33125,Homestead,25.27,-80.24
40048,LP001790,Chandler,Stone,Male,48,No,3+,Graduate,No,1986,1791.9543567994265,139.43247217061682,360.0,1.0,Urban,Y,33015,Homestead,25.88,-80.17
40049,LP002716,Antonio,Parker,Male,39,Yes,0,Graduate,No,3088,1249.5002222008122,235.9531732901284,360.0,1.0,Semiurban,N,33181,Miami,25.76,-80.35
40050,LP001384,Emma,Hernandez,Female,25,No,1,Graduate,No,2029,2193.311118328307,96.89749096999266,360.0,1.0,Rural,Y,33147,Miami,25.85,-80.28
40051,LP001222,Emily,Parker,Male,19,Yes,0,Graduate,No,7467,1080.2610148068663,141.47256895168343,360.0,1.0,Rural,N,33182,Miami,25.65,-80.24
40053,LP002006,Roland,Alexander,Male,28,No,2,Graduate,Yes,5115,1555.1631691159907,105.51562587541667,180.0,1.0,Semiurban,N,33143,Miami Beach,25.83,-80.14
40056,LP001345,Everett,Parker,Male,45,No,0,Graduate,No,2880,1444.4805791741333,119.78486174928031,360.0,0.0,Semiurban,Y,33030,Miami,25.85,-80.32
40060,LP002941,Clara,Perry,Male,38,Yes,0,Graduate,No,1289,2769.000376697371,103.02588948664663,360.0,1.0,Rural,N,33138,Miami,25.82,-80.3
40065,LP001116,Melvin,Alexander,Male,29,Yes,1,Not Graduate,No,1075,1555.740172127259,115.6299593867516,360.0,1.0,Rural,N,33130,Miami,25.94,-80.4
40068,LP001233,Bennett,Alexander,Male,20,No,0,Graduate,No,4757,1345.1910617137085,150.5751214925951,360.0,1.0,Rural,Y,33190,Key Biscayne,25.9,-80.31
40071,LP001606,Jack,Reyes,Male,26,No,1,Graduate,No,1558,2300.5545240882793,103.12497914880171,360.0,0.0,Urban,Y,33014,Miami,25.67,-80.5
40075,LP002837,Agustin,Perez,Male,27,Yes,2,Graduate,Yes,5240,1939.037973351102,120.06131098966706,480.0,1.0,Urban,Y,33145,Miami,25.77,-80.32
40078,LP002586,Jacob,Adams,Male,45,No,2,Not Graduate,Yes,1609,2227.675788565728,159.5315494882842,480.0,1.0,Rural,Y,33056,Homestead,25.49,-80.2
40079,LP002287,Dean,Alexander,Male,35,No,0,Graduate,No,4276,2314.1433310854336,129.59780973455346,360.0,1.0,Urban,Y,33139,Opa Locka,25.85,-80.2
40080,LP001562,Esther,Collins,Male,38,Yes,2,Not Graduate,Yes,1300,1845.0308289278962,252.3001497143526,360.0,1.0,Semiurban,Y,33168,Miami Beach,25.78,-80.51
40082,LP002804,Nelson,Bell,Male,26,No,0,Graduate,No,1101,1902.6061303994984,119.58400776560237,360.0,1.0,Urban,Y,33101,Miami,25.73,-80.2
40083,LP001673,Lucas,Wallace,Male,33,Yes,2,Graduate,No,2565,1002.005113882636,94.31977313627286,360.0,1.0,Rural,Y,33178,Key Biscayne,25.64,-80.51
40084,LP002862,Lorenzo,Parker,Male,26,No,1,Graduate,No,1529,1017.0668455963538,254.19123776318207,360.0,1.0,Rural,Y,33055,Homestead,25.86,-80.21
40085,LP001255,Warren,Coleman,Male,27,No,0,Graduate,No,2650,1343.8445901367438,251.93712416070468,360.0,1.0,Rural,Y,33162,Homestead,25.86,-80.33
40088,LP002115,Emma,Rodriguez,Male,45,No,0,Graduate,No,1532,591.1524656758602,130.4829245862127,360.0,1.0,Semiurban,Y,33143,Miami,25.66,-80.18
40090,LP002837,Ivy,Pope,Male,30,No,0,Graduate,No,1263,733.3477274500502,192.62752096155728,360.0,1.0,Semiurban,N,33160,Miami,25.76,-80.24
40093,LP002288,Catherine,Gilbert,Male,47,Yes,0,Graduate,No,1935,2473.335842594433,152.87139139373312,360.0,1.0,Rural,Y,33174,Miami,25.94,-80.16
40095,LP001086,Leroy,Ford,Female,27,Yes,1,Graduate,No,5484,3153.6836258681747,226.01979972911857,360.0,1.0,Rural,Y,33193,Miami,25.78,-80.3
40096,LP002500,Orlando,Gilbert,Male,23,No,0,Graduate,No,5383,3278.0650205791685,93.27468279606471,360.0,1.0,Semiurban,N,33140,Miami,25.82,-80.36
40103,LP001577,Nelson,Snyder,Female,34,Yes,2,Graduate,No,2150,2299.6331966875523,112.70173646353624,360.0,1.0,Urban,Y,33189,Miami,25.56,-80.29
40105,LP001630,Norman,Ford,Male,40,Yes,0,Graduate,No,781,2913.305874636236,121.75195511338326,360.0,1.0,Rural,Y,33131,Miami,25.91,-80.5
40108,LP001606,Felipe,Alexander,Male,27,Yes,0,Graduate,Yes,3107,3046.200349433171,163.46449756664668,360.0,1.0,Semiurban,Y,33131,Hialeah,25.93,-80.41
40109,LP002315,Enrique,Gonzales,Male,40,Yes,0,Graduate,No,4363,3580.87587858116,344.76751659643367,360.0,1.0,Semiurban,Y,33054,Miami,25.83,-80.13
40113,LP002768,Amado,Barnes,Male,21,No,2,Graduate,Yes,2027,2578.5407365350093,130.0865869821003,360.0,0.0,Semiurban,Y,33158,Miami,25.61,-80.3
40114,LP002544,Pierre,Bryant,Male,22,No,0,Graduate,No,939,1042.687807706806,105.72328834761781,360.0,1.0,Semiurban,Y,33031,Miami,25.92,-80.21
40119,LP002160,Gustavo,Rivera,Male,28,No,0,Graduate,No,1624,1039.8846121195302,145.201449539706,360.0,1.0,Urban,Y,33129,Miami,25.88,-80.14
40120,LP002776,Preston,Bryant,Male,22,No,2,Graduate,No,1566,3874.086688979417,282.8719594652415,180.0,1.0,Semiurban,Y,33129,Miami,25.78,-80.24
40123,LP002332,Matthew,Phillips,Male,22,Yes,0,Graduate,No,1448,1630.7574979237977,112.53228901342034,360.0,1.0,Rural,Y,33131,Homestead,25.94,-80.18
40124,LP002692,Carlos,Gonzales,Male,36,Yes,0,Graduate,No,915,1298.839475652007,145.93270340298957,360.0,1.0,Urban,Y,33031,Miami,25.96,-80.28
40126,LP001882,Ivy,Monroe,Male,30,Yes,0,Graduate,No,2693,2283.006404140002,98.33122344881588,360.0,0.0,Semiurban,Y,33122,Hialeah,25.96,-80.23
40133,LP002448,Perry,Alexander,Male,29,No,0,Graduate,No,1739,2182.2926167419364,124.22376016220414,360.0,1.0,Urban,Y,33181,Miami,25.73,-80.34
40138,LP001925,Carolyn,Ramirez,Male,48,No,0,Graduate,No,2711,4124.74008668863,125.90266666972703,360.0,1.0,Semiurban,Y,33169,Miami,25.9,-80.27
40139,LP002916,Sherman,Wilson,Male,35,Yes,1,Not Graduate,No,1686,1810.198015951628,196.9519504583173,360.0,0.0,Semiurban,Y,33144,Homestead,25.76,-80.14
40144,LP002129,Henry,Mitchell,Male,44,Yes,1,Graduate,No,908,1831.2137616415384,102.3870968235583,360.0,1.0,Rural,Y,33161,Homestead,25.79,-80.3
40148,LP002398,Ross,Fuller,Male,41,No,0,Not Graduate,No,1263,1329.2148460881403,131.7938909269838,300.0,0.0,Rural,Y,33016,Opa Locka,25.85,-80.16
40152,LP001487,Morgan,Alexander,Male,43,Yes,0,Graduate,No,2123,3427.820928233874,220.0637010529746,360.0,0.0,Urban,Y,33034,Miami,25.85,-80.21
40155,LP002529,Derek,Hogan,Male,23,Yes,0,Graduate,No,2999,3522.4251366231692,182.50977776282997,360.0,1.0,Urban,N,33109,North Miami Beach,25.65,-80.13
40158,LP001275,Fernando,Parker,Male,41,No,0,Graduate,No,1094,1660.1665813569487,97.227055625262,360.0,1.0,Rural,N,33156,Miami,25.82,-80.41
40161,LP002931,Blaine,Rodriguez,Male,41,Yes,0,Graduate,No,1942,1387.9767358567547,144.827714354465,180.0,1.0,Rural,Y,33039,Miami,25.75,-80.4
40162,LP001677,Erica,Clark,Male,28,No,2,Graduate,No,2508,1977.3763941352163,236.90827076634957,360.0,0.0,Rural,Y,33172,Miami,25.68,-80.36
40165,LP002626,Charlotte,Harris,Male,25,No,2,Graduate,No,1102,1933.0635772807666,119.62658531176747,360.0,1.0,Semiurban,Y,33140,Miami Beach,25.95,-80.41
40166,LP002119,Ruben,Snyder,Female,29,Yes,0,Graduate,No,1601,1167.9964151222905,183.347068567566,180.0,1.0,Rural,Y,33166,Miami,25.95,-80.34
40167,LP001233,Mario,Perez,Male,26,Yes,3+,Graduate,No,2151,1781.6993735771402,94.09732792644468,360.0,1.0,Rural,N,33150,Miami,25.85,-80.28
40169,LP001896,Cesar,Hogan,Female,51,Yes,0,Not Graduate,No,3753,2417.006757827497,105.85632760708248,360.0,0.0,Rural,Y,33158,Opa Locka,25.52,-80.21
40170,LP002837,Erica,Parker,Male,33,No,0,Not Graduate,No,1428,3646.190840515612,139.91831453105078,180.0,1.0,Rural,N,33149,Miami,25.78,-80.24
40173,LP002821,Chloe,Powell,Male,43,Yes,1,Graduate,No,1340,2062.527291788327,122.47104932866912,480.0,0.0,Rural,Y,33162,Miami,25.71,-80.27
40175,LP001146,Roland,Collins,Male,34,Yes,0,Graduate,No,2657,2032.3874766618055,124.34769718462178,360.0,1.0,Rural,Y,33034,Miami,25.7,-80.24
40176,LP001179,Amador,Bell,Male,40,No,0,Graduate,No,917,2141.4352318540764,123.78578098268795,360.0,1.0,Semiurban,Y,33190,Miami,25.52,-80.13
40181,LP002181,Evelyn,Malone,Male,30,Yes,3+,Graduate,No,1125,1373.8442045840645,107.1501436357002,360.0,1.0,Urban,N,33173,Hialeah,25.82,-80.39
40182,LP001282,Edwin,Riley,Male,45,Yes,0,Graduate,No,1982,1343.4016104961327,102.80948932122472,360.0,1.0,Rural,Y,33109,Miami,25.73,-80.38
40183,LP002862,Kenneth,Rivera,Male,30,No,0,Graduate,No,1021,858.3380532103954,118.08372577333708,360.0,1.0,Rural,Y,33128,Miami,25.79,-80.15
40186,LP002500,Gary,Rivera,Male,43,No,0,Graduate,No,1421,1662.3420310859592,157.06262015265025,360.0,1.0,Semiurban,Y,33146,Miami,25.96,-80.24
40187,LP002555,Evelyn,Perez,Male,22,No,3+,Graduate,No,1382,1978.5975632477027,98.95385280309445,360.0,1.0,Urban,Y,33015,Miami,25.76,-80.18
40188,LP001086,Manuel,Bailey,Male,35,No,0,Graduate,Yes,5120,1998.9102797518187,146.8307245137065,180.0,1.0,Semiurban,Y,33149,Hialeah,25.73,-80.26
40189,LP001073,Elisa,Rivera,Female,27,Yes,0,Graduate,No,2860,1281.0946765027822,94.26678931032868,360.0,1.0,Semiurban,Y,33166,Hialeah,25.92,-80.29
40193,LP001275,Jack,Roberts,Male,21,Yes,1,Graduate,No,2199,1506.8224745627804,115.82800005825125,360.0,1.0,Rural,Y,33144,Homestead,25.61,-80.2
40195,LP002250,Grant,Ford,Male,23,Yes,3+,Graduate,Yes,1254,1903.8782471670077,120.86330725187776,36.0,1.0,Rural,Y,33010,North Miami Beach,25.72,-80.36
40196,LP002917,Christina,Wallace,Female,32,Yes,1,Graduate,No,5555,2481.0065461962795,206.90940764388247,360.0,0.0,Rural,N,33140,Miami,25.78,-80.21
40199,LP001528,Ronald,Peterson,Male,24,Yes,1,Graduate,No,1284,978.1029874626597,161.30880537501554,360.0,0.0,Semiurban,Y,33196,Miami,25.94,-80.58
40200,LP001925,Marcos,Bell,Female,29,No,0,Graduate,No,2031,2442.057525278582,101.64291218199354,360.0,0.0,Urban,Y,33056,Miami,25.73,-80.4
40201,LP002974,Blaine,Bryant,Male,38,No,0,Graduate,No,1305,1746.2285386782169,139.7725893129373,360.0,1.0,Rural,Y,33012,Hialeah,25.7,-80.41
40207,LP002051,Maurice,Perry,Male,33,No,0,Not Graduate,No,1372,1607.7582506044193,133.83983401642504,360.0,1.0,Semiurban,Y,33175,Miami Beach,25.77,-80.39
40208,LP001964,Robert,Parker,Male,36,No,0,Graduate,No,2177,3751.693130816195,160.49112217293404,360.0,1.0,Urban,N,33165,Key Biscayne,25.76,-80.24
40213,LP001267,Celestino,Alexander,Male,19,Yes,3+,Not Graduate,No,1622,2207.126412050736,198.0256299355726,360.0,1.0,Semiurban,Y,33055,Miami,25.79,-80.46
40214,LP002534,Gerardo,Rodriguez,Male,32,No,1,Not Graduate,No,1718,2172.28976763528,128.38719295843893,360.0,0.0,Semiurban,Y,33143,Miami,25.92,-80.26
40215,LP002741,Amadeo,Fuller,Male,24,Yes,0,Graduate,No,1653,2215.601542555958,279.7240951121788,480.0,1.0,Urban,Y,33176,Hialeah,25.56,-80.51
40216,LP002941,Ernesto,Turner,Male,22,No,0,Graduate,No,3370,1755.4334462943057,141.3525117058239,360.0,0.0,Semiurban,Y,33145,Miami,25.5,-80.46
40219,LP002600,Janice,Walker,Male,23,No,0,Not Graduate,No,1855,2208.370753929315,101.59836128107295,360.0,1.0,Semiurban,N,33162,Miami,25.94,-80.63
40222,LP001993,Jorge,Parker,Male,23,No,0,Graduate,Yes,1480,2502.0655962030996,94.93727415938048,360.0,1.0,Rural,Y,33166,Miami,25.86,-80.36
40224,LP002984,Michael,Hernandez,Female,28,No,0,Graduate,No,2107,2054.904674731041,128.04425096960819,360.0,1.0,Semiurban,Y,33122,Miami,25.53,-80.45
40226,LP002236,Kirk,Rivera,Male,25,No,0,Graduate,No,899,1787.0567579650638,101.59389348685576,360.0,1.0,Rural,N,33033,Miami,25.76,-80.32
40228,LP002755,Roberto,Martinez,Male,22,No,1,Graduate,No,2383,4123.543406759318,110.68793840762875,360.0,0.0,Semiurban,Y,33150,Miami,25.93,-80.24
40229,LP002239,Jessica,Bryant,Female,20,Yes,0,Graduate,No,2841,626.7470040260089,159.22079974815202,120.0,1.0,Rural,Y,33149,Miami,25.96,-80.3
40231,LP001790,Gerardo,Bell,Female,39,No,0,Graduate,No,2580,1589.5394066664687,134.9123917570676,360.0,1.0,Semiurban,Y,33125,Miami,25.78,-80.36
40232,LP001255,Axel,Ramirez,Male,52,Yes,0,Graduate,No,2917,1426.1044468295904,240.69548814362665,360.0,1.0,Rural,Y,33016,Miami,25.88,-80.24
40234,LP001520,Gordon,Foster,Male,24,Yes,0,Not Graduate,No,2269,3359.31949256138,116.39957416134149,360.0,1.0,Semiurban,Y,33014,Miami,25.67,-80.33
40238,LP002555,Adam,Rivera,Male,43,No,0,Graduate,No,2620,1454.5328749612102,140.5334170055552,360.0,1.0,Urban,Y,33054,Miami,25.7,-80.41
40240,LP001758,Stanley,Spencer,Female,20,No,0,Graduate,No,1307,1683.3986401301406,104.84556489479783,360.0,0.0,Urban,N,33032,Miami,25.73,-80.41
40241,LP002308,Fabian,Alexander,Female,49,No,1,Graduate,No,2702,1096.8690721974895,229.4764963967138,360.0,1.0,Semiurban,Y,33174,Miami,25.79,-80.4
40247,LP001528,Enrique,Hughes,Male,35,No,0,Graduate,No,1525,1901.8809859121188,107.79297839659935,360.0,0.0,Urban,Y,33031,Miami,25.85,-80.41
40248,LP001439,Panfilo,Rivera,Female,40,No,0,Not Graduate,No,1724,851.7114392636659,134.59279582318382,360.0,1.0,Semiurban,N,33178,Miami,25.68,-80.41
40252,LP001790,Boyd,Rivera,Male,19,No,0,Not Graduate,No,1277,2013.7368626749892,117.8184460333644,360.0,1.0,Semiurban,Y,33181,Miami,25.76,-80.18
40256,LP002953,Richard,Roberts,Male,47,No,0,Graduate,Yes,1770,1693.408730697572,95.06857778238043,360.0,1.0,Urban,Y,33136,Miami,25.7,-80.3
40259,LP001716,Emmett,Fisher,Male,30,Yes,2,Not Graduate,No,1191,2311.8828600914067,93.38431663286758,360.0,1.0,Urban,N,33193,Miami,25.76,-80.27
40261,LP001032,Erica,Walker,Male,41,No,0,Graduate,No,1073,2341.992999912179,93.84124511345892,360.0,1.0,Rural,Y,33015,Miami,25.76,-80.17
40263,LP001385,Calvin,Ramirez,Female,41,No,2,Graduate,No,2246,2278.4010749044783,170.97500948103064,360.0,1.0,Urban,Y,33145,Homestead,25.94,-80.49
40265,LP001279,Dexter,Sanchez,Male,44,Yes,1,Graduate,Yes,3004,1414.5904887609122,125.41627434062266,240.0,1.0,Rural,N,33135,Miami,25.5,-80.13
40269,LP001198,Marc,Ortiz,Male,36,No,0,Graduate,No,1750,1331.4913962529354,188.37601828423138,84.0,0.0,Urban,N,33141,Miami,25.78,-80.17
40270,LP001877,Custodio,Harper,Male,25,No,2,Graduate,No,2051,1542.1907491074824,118.50388046765185,360.0,1.0,Semiurban,Y,33016,Hialeah,25.94,-80.46
40273,LP001935,Janice,Parker,Male,34,No,0,Graduate,No,1859,2090.9439709213443,150.53756734102083,360.0,1.0,Semiurban,Y,33176,Miami,25.78,-80.24
40274,LP001677,Fernando,Reyes,Male,31,Yes,0,Graduate,No,1130,3124.464417616249,115.45629642682752,360.0,1.0,Semiurban,Y,33184,Miami,25.73,-80.41
40278,LP002912,Jay,Rivera,Male,22,No,0,Graduate,No,1293,798.6114161463737,129.47402609408402,360.0,1.0,Rural,Y,33131,Miami,25.76,-80.36
40279,LP001758,Sidney,Roberts,Male,22,No,1,Graduate,No,1465,1637.7815595219924,199.58717516483702,360.0,0.0,Rural,Y,33185,Miami,25.78,-80.32
40281,LP001698,Jade,Bishop,Female,42,No,3+,Graduate,No,2704,3441.3997170719513,112.3989370857635,180.0,1.0,Rural,Y,33018,Miami,25.77,-80.38
40284,LP002659,Everett,Dawson,Male,36,Yes,0,Graduate,No,4769,1832.3518295400104,133.23568108897888,360.0,1.0,Semiurban,N,33170,Miami,25.75,-80.4
