Order ID,Order Date,Order Priority,Order Quantity,Discount,Ship Mode,Unit Price,Shipping Cost,Customer Name,Customer State,Zip Code,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin
56710,5/11/2017,Not Specified,6,0.08,Regular Air,30.98,6.5,Jim Mitchum,Texas,88595,Central,Consumer,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,Small Box,0.64
56710,5/11/2017,Not Specified,21,0.01,Regular Air,35.41,1.99,Jim Mitchum,Texas,88595,Central,Consumer,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43
56711,2/6/2018,Low,25,0.01,Regular Air,48.04,7.23,Trudy Bell,Alabama,36072,South,Consumer,Office Supplies,Paper,Xerox 1885,Small Box,0.37
56740,10/17/2019,Low,6,0.05,Regular Air,5.28,2.99,Jay Fine,Florida,34997,South,Consumer,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,0.37
56740,10/17/2019,Low,29,0.09,Regular Air,832.81,24.49,Jay Fine,Florida,34997,South,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Martin Yale Chadless Opener Electric Letter Opener,Medium Box,0.83
56740,10/17/2019,Critical,33,0.01,Regular Air,18.84,3.62,Khloe Miller,Mass,2054,East,Consumer,Furniture,Office Furnishings,Flat Face Poster Frame,Wrap Bag,0.43
56743,6/22/2018,Medium,23,0.06,Express Air,22.23,8.99,Arianne Irving,Texas,78702,Central,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack,0.41
56768,7/27/2018,Critical,13,0.03,Delivery Truck,90.97,14,Giulietta Dortch,Georgia,39901,South,Corporate,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36
56768,7/27/2018,Critical,37,0.02,Regular Air,2.88,0.7,Giulietta Dortch,Georgia,39901,South,Corporate,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,0.56
56769,11/29/2017,Medium,11,0.02,Regular Air,37.93,13.99,Cindy Stewart,Arizona,85321,West,Consumer,Furniture,Office Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Wrap Bag,0.67
56802,5/30/2019,High,50,0.09,Regular Air,1.68,1,Thea Hendricks,North Carolina,28909,South,Home Office,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,Wrap Bag,0.35
56803,12/11/2016,Not Specified,42,0.1,Regular Air,6.48,5.9,Carlos Soltero,Michigan,49822,Central,Small Business,Office Supplies,Paper,Xerox 1976,Small Box,0.37
56804,3/27/2018,Critical,24,0.05,Regular Air,4.98,4.86,Rick Hansen,Georgia,39859,South,Home Office,Office Supplies,Paper,Xerox 190,Small Box,0.38
56804,3/27/2018,Critical,41,0.1,Regular Air,3.36,6.27,Rick Hansen,Georgia,39859,South,Home Office,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4
56805,6/6/2019,High,38,0.01,Delivery Truck,370.98,99,Craig Molinari,Texas,88595,Central,Small Business,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65
56807,4/22/2016,High,1,0.06,Regular Air,42.98,4.62,Scott Cohen,Idaho,83643,West,Consumer,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box,0.56
56834,5/1/2018,High,33,0.09,Regular Air,6.48,7.03,Darren Powers,Utah,84741,West,Corporate,Office Supplies,Paper,Xerox 214,Small Box,0.37
56834,5/1/2018,High,22,0,Delivery Truck,80.97,30.06,Darren Powers,Utah,84741,West,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Jumbo Box,0.4
56835,2/21/2017,Not Specified,1,0.1,Regular Air,9.11,2.25,Roland Murray,Ohio,43270,Central,Home Office,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag,0.52
56837,12/14/2017,Low,10,0.03,Delivery Truck,90.98,30,Steve Nguyen,Maryland,21230,South,Consumer,Furniture,Chairs & Chairmats,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum,0.61
56838,7/29/2018,Critical,44,0.09,Regular Air,100.98,7.18,Roy Collins,Florida,32003,South,Corporate,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,0.4
56868,12/3/2018,Low,34,0.03,Regular Air,65.99,5.92,Bobby Trafton,Georgia,39901,South,Corporate,Technology,Telephones and Communication,252,Small Box,0.55
56869,7/23/2017,Low,10,0,Regular Air,80.98,4.5,Natalie Webber,Ohio,43002,Central,Consumer,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Small Box,0.59
56900,11/26/2018,Not Specified,16,0.09,Regular Air,3.41,0.7,Bradley Talbott,Florida,32099,South,Small Business,Office Supplies,Rubber Bands,Advantus SlideClip™ Paper Clips,Wrap Bag,0.37
56901,9/12/2016,Critical,36,0,Regular Air,2.6,2.4,Paul MacIntyre,Florida,34997,South,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58
56929,9/26/2018,High,22,0.08,Regular Air,9.78,1.99,Claire Good,South Carolina,29907,South,Home Office,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Small Pack,0.43
56930,8/18/2019,Low,10,0.07,Regular Air,101.41,35,Eva Jacobs,Washington,98103,West,Home Office,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Large Box,0.82
56930,8/18/2019,Low,47,0.03,Regular Air,4.71,0.7,Eva Jacobs,Washington,98103,West,Home Office,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8
56931,2/4/2017,High,34,0.05,Regular Air,7.99,5.03,Dionis Lloyd,North Carolina,27010,South,Small Business,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6
56960,8/7/2016,High,48,0.01,Express Air,65.99,4.2,Jim Epp,Idaho,83465,West,Small Business,Technology,Telephones and Communication,5170,Small Box,0.59
56967,3/3/2019,Low,17,0.05,Express Air,83.1,6.13,Ken Brennan,Washington,98390,West,Home Office,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.45
56992,4/18/2017,Not Specified,10,0.1,Regular Air,30.98,17.08,Maria Zettner,Georgia,30002,South,Corporate,Office Supplies,Paper,Xerox 197,Small Box,0.4
56995,10/16/2016,Medium,27,0.08,Express Air,5.74,5.01,Sarah Foster,Utah,84721,West,Corporate,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39
57025,6/27/2019,Medium,8,0.03,Regular Air,8.69,2.99,Fred Chung,North Carolina,28909,South,Corporate,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39
57029,3/8/2018,Critical,17,0.01,Regular Air,3.98,5.26,Vivek Gonzalez,Virginia,24157,South,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38
57029,3/8/2018,Critical,4,0.09,Regular Air,4.28,6.72,Vivek Gonzalez,Virginia,24157,South,Consumer,Office Supplies,Paper,Xerox 1927,Small Box,0.4
57056,11/9/2019,Low,29,0.01,Delivery Truck,70.89,89.3,Erin Creighton,Texas,77474,Central,Corporate,Furniture,Tables,KI Conference Tables,Jumbo Box,0.72
57058,5/10/2019,Medium,28,0,Express Air,6.54,5.27,Jack Garza,Illinois,62924,Central,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36
57058,5/10/2019,Medium,27,0.07,Regular Air,35.77,9.02,Jack Garza,Illinois,62924,Central,Corporate,Technology,Computer Peripherals,"IBM Numeric Access II Keypad, 17-Key, Black",Small Box,0.75
57059,6/1/2018,Medium,25,0.03,Regular Air,98.31,0.49,Liz MacKendrick,Idaho,83552,West,Corporate,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Small Box,0.36
57059,6/1/2018,Medium,50,0.01,Regular Air,3.98,5.26,Liz MacKendrick,Idaho,83552,West,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38
57061,12/1/2016,Low,6,0.07,Regular Air,6.3,0.5,Dionis Lloyd,North Carolina,27010,South,Small Business,Office Supplies,Labels,Avery 51,Small Box,0.39
57061,12/1/2016,Low,3,0.06,Regular Air,17.78,5.03,Dionis Lloyd,North Carolina,27010,South,Small Business,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Small Box,0.54
57061,12/1/2016,Low,21,0.04,Regular Air,22.38,15.1,Dionis Lloyd,North Carolina,27010,South,Small Business,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38
57063,6/2/2018,Medium,26,0.06,Regular Air,6.48,7.49,Matthew Grinstein,New York,544,East,Small Business,Office Supplies,Paper,Xerox 220,Small Box,0.37
57063,6/2/2018,Medium,22,0.07,Regular Air,1.88,0.79,Matthew Grinstein,New York,544,East,Small Business,Office Supplies,Rubber Bands,Staples Pushpins,Wrap Bag,0.5
57091,10/31/2018,Medium,6,0.05,Express Air,1.68,1.02,Vivek Grady,Utah,84791,West,Home Office,Office Supplies,Rubber Bands,Alliance Rubber Bands,Wrap Bag,0.81
57092,5/1/2017,Critical,29,0.03,Regular Air,110.99,8.99,David Philippe,New York,14210,East,Consumer,Technology,Telephones and Communication,LX 677,Small Box,0.57
57093,5/3/2019,Low,47,0,Regular Air,15.42,5.41,John Murray,New York,11769,East,Small Business,Office Supplies,Storage & Organization,Decoflex Hanging Personal Folder File,Small Box,0.59
57093,5/3/2019,Low,3,0.05,Regular Air,5.34,2.99,John Murray,New York,11769,East,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38
57095,3/23/2018,Medium,37,0.01,Regular Air,6.81,5.48,Paul Prost,Florida,32119,South,Corporate,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37
57121,11/16/2018,Not Specified,42,0.07,Regular Air,4.98,4.72,Grace Kelly,Virginia,23664,South,Consumer,Office Supplies,Paper,Xerox 1949,Small Box,0.36
57121,11/16/2018,Not Specified,3,0.01,Regular Air,195.99,4.2,Grace Kelly,Virginia,23664,South,Consumer,Technology,Telephones and Communication,T65,Small Box,0.56
57125,6/3/2017,Medium,31,0.08,Regular Air,28.53,1.49,Raymond Book,New York,12917,East,Consumer,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38
57125,6/3/2017,Medium,19,0,Regular Air,2.84,5.44,Raymond Book,New York,12917,East,Consumer,Office Supplies,Binders and Binder Accessories,Avery Round Ring Poly Binders,Small Box,0.36
57127,2/17/2017,Low,13,0,Regular Air,55.48,14.3,Ralph Knight,New Jersey,7981,East,Consumer,Office Supplies,Paper,Xerox 194,Small Box,0.37
57152,9/4/2019,Low,6,0.08,Regular Air,3.8,1.49,Christopher Conant,Wisconsin,53001,Central,Home Office,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38
57152,9/4/2019,Low,18,0.03,Regular Air,15.57,1.39,Christopher Conant,Wisconsin,53001,Central,Home Office,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box,0.38
57153,5/27/2016,Critical,45,0.01,Regular Air,15.67,1.39,Meg O'Connel,New Jersey,7514,East,Corporate,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38
57153,5/27/2016,Critical,9,0.02,Regular Air,11.33,6.12,Meg O'Connel,New Jersey,7514,East,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Medium Box,0.42
57155,6/18/2016,Critical,23,0.05,Regular Air,6.48,9.68,Stuart Calhoun,Utah,84337,West,Consumer,Office Supplies,Paper,Xerox 1993,Small Box,0.36
57155,6/18/2016,Critical,16,0.04,Express Air,33.89,5.1,Stuart Calhoun,Utah,84337,West,Consumer,Office Supplies,Storage & Organization,"File Shuttle II and Handi-File, Black",Small Box,0.6
57157,2/26/2019,Critical,18,0.01,Regular Air,10.98,3.99,Maya Herman,North Carolina,28717,South,Corporate,Office Supplies,Appliances,Staples Surge Protector 6 outlet,Small Box,0.58
57159,2/13/2017,Critical,42,0.01,Regular Air,9.99,11.59,Hilary Holden,Michigan,49971,Central,Corporate,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),Small Box,0.4
57159,2/13/2017,Critical,17,0.09,Delivery Truck,280.98,57,Hilary Holden,Michigan,49971,Central,Corporate,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78
57185,5/23/2018,Medium,28,0.06,Regular Air,49.34,10.25,Matt Connell,Maryland,21022,South,Corporate,Furniture,Office Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,Large Box,0.57
57190,5/28/2017,Medium,48,0.02,Regular Air,40.99,8.97,Dave Poirier,Florida,32003,South,Small Business,Technology,Office Machines,AT&T 1430 2.4GHz Analog Phone w/Caller ID,Small Box,0.54
57190,5/28/2017,Medium,36,0.09,Regular Air,17.48,1.99,Dave Poirier,Florida,32003,South,Small Business,Technology,Computer Peripherals,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Small Pack,0.46
57216,7/29/2017,High,46,0.03,Delivery Truck,280.98,57,Ruben Dartt,New York,10457,East,Corporate,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78
57216,7/29/2017,High,48,0.03,Regular Air,2.2,1.2,Ruben Dartt,New York,10457,East,Corporate,Office Supplies,Pens & Art Supplies,"Sanford Uni-Blazer™ View Highlighters, Chisel Tip, Yellow",Wrap Bag,0.41
57217,1/21/2018,Medium,35,0.06,Regular Air,11.66,7.95,Alan Haines,Ohio,45999,Central,Consumer,Office Supplies,Pens & Art Supplies,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Small Pack,0.58
57248,10/16/2016,Critical,34,0.04,Regular Air,4.98,4.95,Damala Kotsonis,Maryland,21230,South,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box,0.37
57249,7/20/2017,High,30,0.05,Regular Air,60.65,12.23,David Kendrick,Georgia,39901,South,Home Office,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box,0.64
57253,1/1/2016,Critical,48,0.07,Regular Air,279.48,35,Darren Budd,Texas,73301,Central,Consumer,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8
57253,1/1/2016,Critical,25,0.04,Regular Air,125.99,5.26,Darren Budd,Texas,73301,Central,Consumer,Technology,Telephones and Communication,232,Small Box,0.55
57253,1/1/2016,Critical,43,0.08,Regular Air,1.81,0.75,Darren Budd,Texas,73301,Central,Consumer,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52
57253,1/1/2016,Critical,49,0.08,Regular Air,4.91,5.68,Darren Budd,Texas,73301,Central,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36
57253,1/1/2016,Critical,29,0.06,Delivery Truck,20.98,53.03,Darren Budd,Texas,73301,Central,Consumer,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78
57280,1/31/2019,Medium,44,0.03,Express Air,6.48,10.05,Dennis Pardue,Ohio,44197,Central,Corporate,Office Supplies,Paper,Xerox 1997,Small Box,0.37
57281,4/20/2017,High,26,0.07,Regular Air,22.38,15.1,Andy Yotov,Wisconsin,53006,Central,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38
57281,4/20/2017,High,19,0.09,Delivery Truck,100.98,35.84,Andy Yotov,Wisconsin,53006,Central,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62
57287,10/28/2018,Not Specified,11,0.03,Regular Air,40.97,1.99,Randy Ferguson,Florida,32119,South,Corporate,Technology,Computer Peripherals,"TDK 4.7GB DVD-R Spindle, 15/Pack",Small Pack,0.42
57314,10/12/2017,Low,22,0.04,Express Air,37.94,5.08,Patrick O'Brill,Arizona,85071,West,Home Office,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38
57314,10/12/2017,Low,26,0,Regular Air,85.99,2.79,Patrick O'Brill,Arizona,85071,West,Home Office,Technology,Telephones and Communication,6340,Small Box,0.58
57318,1/11/2017,Medium,33,0.02,Regular Air,4.91,0.5,Eric Barreto,Maryland,21230,South,Small Business,Office Supplies,Labels,Avery 508,Small Box,0.36
57318,1/11/2017,Medium,12,0.1,Regular Air,6.68,6.92,Eric Barreto,Maryland,21230,South,Small Business,Office Supplies,Paper,Xerox 1898,Small Box,0.37
57344,9/24/2017,High,47,0.1,Regular Air,28.99,8.59,Sylvia Foulston,New Jersey,7001,East,Corporate,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56
57350,5/25/2018,High,33,0.09,Regular Air,4.28,5.68,Tracy Hopkins,Washington,99403,West,Small Business,Office Supplies,Paper,Xerox 199,Small Box,0.4
57350,5/25/2018,High,50,0.09,Regular Air,125.99,8.8,Tracy Hopkins,Washington,99403,West,Small Business,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59
57376,6/19/2018,Critical,6,0.07,Regular Air,65.99,5.31,Mike Vittorini,Arizona,85231,West,Small Business,Technology,Telephones and Communication,3390,Small Box,0.57
57376,6/19/2018,Critical,44,0.07,Regular Air,10.52,7.94,Mike Vittorini,Arizona,85231,West,Small Business,Furniture,Office Furnishings,Ultra Door Pull Handle,Small Pack,0.52
57378,12/29/2016,Not Specified,10,0.01,Express Air,3.28,3.97,Sibella Parks,Connecticut,6703,East,Small Business,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56
57378,12/29/2016,Not Specified,9,0.02,Regular Air,29.89,1.99,Sibella Parks,Connecticut,6703,East,Small Business,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5
57380,10/20/2018,Low,3,0.05,Delivery Truck,212.6,52.2,Pauline Webber,South Carolina,29001,South,Consumer,Furniture,Tables,Bush Advantage Collection® Round Conference Table,Jumbo Box,0.64
57381,8/8/2016,High,22,0.06,Regular Air,1.98,0.7,Paul Van Hugh,Ohio,43001,Central,Consumer,Office Supplies,Rubber Bands,"Brites Rubber Bands, 1 1/2 oz. Box",Wrap Bag,0.83
57381,8/8/2016,High,13,0.1,Regular Air,41.94,2.99,Paul Van Hugh,Ohio,43001,Central,Consumer,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35
57382,3/24/2016,Medium,25,0.09,Regular Air,4.55,1.49,George Ashbrook,Delaware,19934,East,Consumer,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35
57382,3/24/2016,Medium,45,0.07,Express Air,9.78,5.76,George Ashbrook,Delaware,19934,East,Consumer,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.35
57409,11/21/2016,Not Specified,34,0.03,Regular Air,205.99,3,John Castell,New York,14210,East,Small Business,Technology,Telephones and Communication,6185,Small Box,0.58
57409,11/21/2016,Not Specified,1,0.1,Regular Air,100.98,7.18,John Castell,New York,14210,East,Small Business,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,0.4
57412,7/14/2016,Low,34,0.06,Regular Air,7.99,5.03,Carl Weiss,New York,14709,East,Consumer,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6
57415,3/25/2016,Medium,6,0.02,Regular Air,15.42,5.41,Tamara Chand,Delaware,19895,East,Consumer,Office Supplies,Storage & Organization,Decoflex Hanging Personal Folder File,Small Box,0.59
57440,7/23/2017,Low,12,0.04,Express Air,115.99,2.5,Rob Williams,Alabama,36047,South,Home Office,Technology,Telephones and Communication,DPC 650 Piper,Small Box,0.58
57444,5/14/2018,Critical,24,0.09,Regular Air,7.68,6.16,Barry Pond,Connecticut,6074,East,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35
57447,7/4/2018,Not Specified,39,0.09,Regular Air,8.46,3.62,Grant Carroll,Mass,2139,East,Corporate,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.61
57447,7/4/2018,Not Specified,8,0.06,Regular Air,30.98,6.5,Grant Carroll,Mass,2139,East,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.79
57475,10/4/2017,Low,34,0.06,Regular Air,15.99,13.18,Tony Sayre,New York,501,East,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37
57475,10/4/2017,Low,48,0.04,Regular Air,6.54,5.27,Tony Sayre,New York,501,East,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36
57475,10/4/2017,Low,24,0.09,Regular Air,6.48,6.6,Tony Sayre,New York,501,East,Home Office,Office Supplies,Paper,Xerox 21,Small Box,0.37
57475,10/4/2017,Low,32,0.04,Regular Air,4.91,5.68,Tony Sayre,New York,501,East,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36
57476,3/17/2016,High,20,0.08,Delivery Truck,68.81,60,Michael Stewart,California,95503,West,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41
57476,3/17/2016,High,17,0.04,Regular Air,21.38,8.99,Michael Stewart,California,95503,West,Small Business,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59
57477,9/26/2017,High,45,0.08,Regular Air,85.99,2.5,Ed Braxton,Arizona,86504,West,Home Office,Technology,Telephones and Communication,Accessory12,Small Box,0.35
57477,9/26/2017,High,50,0.02,Regular Air,14.56,3.5,Ed Braxton,Arizona,86504,West,Home Office,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58
57478,10/3/2017,Critical,36,0.1,Regular Air,1.88,0.79,Greg Hansen,New York,12917,East,Home Office,Office Supplies,Rubber Bands,Staples Pushpins,Wrap Bag,0.5
57479,3/15/2018,High,37,0.07,Regular Air,3.75,0.5,Amy Cox,Washington,98625,West,Corporate,Office Supplies,Labels,Avery 496,Small Box,0.37
57504,8/5/2016,Not Specified,44,0.01,Regular Air,7.64,1.39,Sarah Brown,Florida,34997,South,Consumer,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,0.36
57506,2/14/2016,Medium,48,0.1,Regular Air,7.28,5.47,Thais Sissman,Wisconsin,53235,Central,Corporate,Office Supplies,Paper,Southworth Structures Collection™,Small Box,0.35
57507,6/27/2016,Critical,10,0.03,Regular Air,15.01,8.4,Logan Haushalter,Nebraska,68770,Central,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39
57509,2/22/2016,Low,39,0.1,Express Air,4.91,0.5,Neola Schneider,New Jersey,7837,East,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36
57509,2/22/2016,Low,11,0.09,Delivery Truck,259.71,66.67,Neola Schneider,New Jersey,7837,East,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.61
57510,12/10/2018,Not Specified,6,0.01,Regular Air,6.68,5.2,Liz Carlisle,Ohio,43001,Central,Corporate,Office Supplies,Paper,Xerox 1977,Small Box,0.37
57511,10/7/2016,Critical,32,0.01,Regular Air,2.89,0.5,Duane Noonan,Washington,98625,West,Corporate,Office Supplies,Labels,Avery 498,Small Box,0.38
57511,10/7/2016,Critical,11,0,Regular Air,55.99,5,Duane Noonan,Washington,98625,West,Corporate,Technology,Telephones and Communication,Accessory6,Small Pack,0.8
57537,9/19/2019,Medium,4,0.09,Regular Air,3.98,2.97,Patrick Jones,Alabama,36344,South,Home Office,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag,0.35
57537,9/19/2019,Medium,29,0.05,Regular Air,100.97,7.18,Patrick Jones,Alabama,36344,South,Home Office,Technology,Computer Peripherals,Gyration Ultra Cordless Optical Suite,Small Box,0.46
57537,9/19/2019,Medium,13,0.03,Express Air,4.82,5.24,Patrick Jones,Alabama,36344,South,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Small Box,0.39
57538,2/21/2017,Critical,40,0.08,Regular Air,33.98,19.99,Christina Vanderzanden,New Mexico,88044,West,Small Business,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Small Box,0.55
57542,8/23/2016,High,23,0.04,Regular Air,55.48,6.79,John Lucas,Maryland,21290,South,Corporate,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.37
57568,6/17/2017,Not Specified,38,0.07,Regular Air,15.67,1.39,Jim Epp,Idaho,83465,West,Small Business,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38
57570,9/29/2019,High,27,0.09,Delivery Truck,70.98,26.74,Daniel Raglin,Washington,98390,West,Corporate,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box,0.6
57570,9/29/2019,High,15,0.1,Regular Air,48.04,7.23,Daniel Raglin,Washington,98390,West,Corporate,Office Supplies,Paper,Xerox 1885,Small Box,0.37
57572,7/12/2018,Medium,9,0,Regular Air,7.64,5.83,Helen Wasserman,North Carolina,27006,South,Home Office,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36
57572,7/12/2018,Medium,30,0.1,Regular Air,4.98,4.62,Helen Wasserman,North Carolina,27006,South,Home Office,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.64
57574,7/24/2019,Critical,20,0.07,Delivery Truck,23.99,15.68,Russell D'Ascenzo,Wisconsin,53006,Central,Consumer,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,0.62
57600,11/12/2019,Critical,44,0.05,Regular Air,4.13,0.5,Grant Carroll,Mass,2139,East,Small Business,Office Supplies,Labels,Avery 506,Small Box,0.39
57600,11/12/2019,Critical,32,0.05,Regular Air,59.78,10.29,Grant Carroll,Mass,2139,East,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39
57600,11/12/2019,Critical,12,0.01,Regular Air,30.98,17.08,Grant Carroll,Mass,2139,East,Small Business,Office Supplies,Paper,Xerox 197,Small Box,0.4
57602,5/18/2019,Low,43,0.02,Regular Air,2.88,0.5,Rachel Payne,Wisconsin,54990,Central,Consumer,Office Supplies,Labels,Avery 484,Small Box,0.36
