,LoanID,FirstName,LastName,Gender,Age,Married,Dependents,EducationLevel,SelfEmployed,Income,CoapplicantIncome,LoanAmount,LoanTerm,CreditHistory,PropertyArea,ZIPCode,City,Latitude,Longitude,TotalIncome,IncomeRatio,DTI,IncomeToLoanRatio,LoanStatus
47239,LP002500,Fernando,Brooks,Male,37,Yes,2,Graduate,No,3061,1754.0946117702842,45228,360.0,1.0,Urban,33012,Miami,25.78,-80.3,4815.094611770284,1.7440655218652334,9.39101152403965,0.06767781732958943,N
47244,LP002777,Lucas,Parker,Male,40,No,0,Not Graduate,No,4750,1052.818684972909,10395,360.0,1.0,Urban,33012,Miami,25.73,-80.4,5802.818684972909,4.507416757487186,1.7910621548041212,0.45690650250096193,Y
47246,LP002788,Harper,Reed,Male,37,Yes,1,Not Graduate,No,2665,3654.967304447723,56040,360.0,1.0,Urban,33122,Miami,25.56,-80.14,6319.967304447723,0.7289452497996504,8.865731667456606,0.04755446904944594,Y
47257,LP001586,Chloe,King,Female,40,No,2,Graduate,No,3275,2085.131711931322,36611,180.0,1.0,Rural,33144,Miami,25.64,-80.15,5360.131711931323,1.569891287912993,6.828968577384766,0.08945154594122146,N
47258,LP002983,Jesus,Daniels,Female,19,Yes,0,Not Graduate,No,2966,2292.32614023523,42043,360.0,1.0,Rural,33132,Miami,25.93,-80.51,5258.32614023523,1.2933180100130777,7.993989891282835,0.07054514318333174,N
47264,LP001699,Liam,Perry,Male,32,Yes,0,Graduate,No,1523,1343.3651522633556,91480,360.0,1.0,Rural,33149,Miami,25.9,-80.49,2866.3651522633554,1.1328767317688182,31.903854285105698,0.01664826576010319,Y
47266,LP002487,Mateo,Bishop,Male,37,Yes,0,Graduate,Yes,2635,1563.4551727369076,22112,360.0,1.0,Semiurban,33194,Miami,25.78,-80.33,4198.455172736907,1.6842924271139372,5.265444942370695,0.11916067471623028,N
47268,LP002098,Evan,Ward,Male,31,Yes,0,Graduate,No,2514,1227.565387874452,56920,360.0,1.0,Semiurban,33015,Miami,25.9,-80.14,3741.565387874452,2.046289131056741,15.20881911226328,0.04416647634440716,N
47270,LP001520,Baltasar,Jordan,Female,31,Yes,0,Graduate,No,3371,1549.1201261904182,13410,360.0,1.0,Semiurban,33010,Miami,25.89,-80.51,4920.120126190418,2.174670171068989,2.7249893634238656,0.25136082320483183,Y
47276,LP002494,Herbert,James,Male,37,No,3+,Graduate,No,3289,2168.891477939359,107203,360.0,1.0,Urban,33035,Hialeah,25.91,-80.3,5457.891477939359,1.5157440053745934,19.638236157145105,0.030679825379650014,N
47279,LP001580,Santiago,Roberts,Male,38,Yes,3+,Graduate,No,4144,1838.4928745766522,120006,180.0,1.0,Semiurban,33142,Miami,25.88,-80.5,5982.492874576652,2.2527948095225514,20.05617830847517,0.034531319006391295,N
47280,LP001322,Donovan,Warren,Male,32,Yes,2,Graduate,Yes,6960,1701.125366650999,27926,360.0,1.0,Semiurban,33147,Miami,25.76,-80.32,8661.125366650998,4.089005508268809,3.2239200909645707,0.24922118380062305,N
47282,LP001206,Diego,Johnson,Male,45,No,2,Graduate,No,2174,753.1003982604685,58827,360.0,1.0,Urban,33127,Miami,25.77,-80.4,2927.1003982604684,2.8829052537499043,20.090499640978177,0.03695519140545318,N
47292,LP002795,Seth,Hernandez,Male,19,No,0,Graduate,No,2161,1266.059981517283,30784,360.0,1.0,Urban,33183,Miami,25.9,-80.24,3427.0599815172827,1.7055230466771107,8.980006232672391,0.07019652428130584,Y
47294,LP001205,Darlene,Diaz,Female,40,Yes,0,Graduate,No,3523,1185.5072724899455,153621,360.0,1.0,Semiurban,33056,Miami,25.75,-80.36,4708.5072724899455,2.969219052999824,32.61933597541291,0.02293291325461197,N
47295,LP001758,Guillermo,Adams,Male,37,Yes,1,Graduate,Yes,1171,1561.2636095334478,84724,360.0,1.0,Urban,33169,Miami,25.56,-80.13,2732.263609533448,0.7495533998578549,30.997376068846098,0.0138211861906167,Y
47296,LP001097,Cesar,Griffin,Male,38,No,3+,Graduate,Yes,9459,1254.0035104100382,142860,180.0,1.0,Urban,33109,Miami,25.75,-80.58,10713.003510410039,7.537030710702577,13.33395120331938,0.06621121229726798,Y
47298,LP001047,Anne,Ortiz,Male,43,Yes,0,Graduate,No,1683,1487.806417515265,120810,360.0,1.0,Urban,33179,Miami,25.65,-80.51,3170.806417515265,1.1304357505449456,38.08870532982916,0.013930850667571661,Y
47299,LP002473,Diana,Collins,Male,36,No,0,Graduate,No,2893,1765.9332848550594,13844,300.0,1.0,Semiurban,33149,Miami,25.79,-80.29,4658.933284855059,1.6373000751057283,2.9708579830946222,0.2089563019140484,Y
47308,LP001875,Erica,Hernandez,Male,36,Yes,0,Not Graduate,Yes,3105,1636.910347050872,84610,300.0,1.0,Urban,33101,Miami,25.46,-80.16,4741.910347050872,1.895708153740335,17.839257714961924,0.036697356135727034,N
47310,LP001953,Dorian,Walker,Male,22,Yes,2,Graduate,No,1241,1803.0853217384001,9793,360.0,0.0,Rural,33149,Miami,25.56,-80.27,3044.0853217384,0.6878832087631996,3.216001840765927,0.12671023075352256,Y
47311,LP001778,Dane,Foster,Male,40,No,0,Not Graduate,No,1781,1329.551146032677,66211,120.0,1.0,Urban,33160,Miami,25.79,-80.33,3110.551146032677,1.3385430581232691,21.279097431652715,0.026898447411345377,N
47315,LP002804,Blake,Rivera,Female,43,Yes,0,Not Graduate,No,3507,899.9320548118285,38477,360.0,1.0,Rural,33132,Miami,25.73,-80.24,4406.9320548118285,3.892635389394024,8.729036546286455,0.09114299079993762,N
47316,LP001279,Fiona,Riley,Male,37,Yes,0,Graduate,No,3719,1982.5429859897758,125681,360.0,1.0,Rural,33031,Miami,25.86,-80.16,5701.542985989776,1.874927857005449,22.039465604867488,0.029590553937715824,N
47317,LP002505,Gordon,Hernandez,Female,28,No,0,Graduate,No,2430,746.896260817974,56903,360.0,1.0,Rural,33032,Miami,25.91,-80.2,3176.896260817974,3.2491137171113937,17.905870843421887,0.042703500632644456,N
47320,LP002519,Jeremiah,Bennett,Male,39,Yes,0,Not Graduate,No,3210,1031.958216830334,120631,180.0,1.0,Semiurban,33031,Miami,25.73,-80.13,4241.958216830334,3.1075797139694474,28.430871537103272,0.026609854764904836,Y
47321,LP002626,Emma,Bryant,Male,38,No,0,Graduate,No,2167,1275.9877339318405,47820,360.0,1.0,Rural,33135,Miami,25.67,-80.21,3442.9877339318405,1.6969622670750446,13.885066874325402,0.045314819849020305,N
47323,LP001086,Caleb,Butler,Female,44,No,3+,Graduate,No,3029,1634.0850384068872,69749,360.0,1.0,Urban,33169,Miami,25.92,-80.3,4663.085038406887,1.8525030373657179,14.954487198591941,0.04342652329749104,Y
47324,LP002983,Henry,Clark,Female,26,Yes,2,Not Graduate,Yes,2503,1318.7106962807993,27966,360.0,0.0,Urban,33014,Opa Locka,25.76,-80.32,3821.7106962807993,1.8966278041497575,7.315751104892334,0.08949833732613437,N
47327,LP001603,Esmeralda,Bryant,Male,26,Yes,0,Graduate,No,2792,881.7750070229675,159575,180.0,1.0,Urban,33175,Miami Beach,25.96,-80.45,3673.7750070229677,3.162753790929832,43.42442726290226,0.017496365368225797,Y
47332,LP001248,Antonio,Rivera,Female,39,Yes,0,Graduate,No,2675,2081.282467313855,56243,360.0,1.0,Urban,33169,Miami,25.65,-80.15,4756.282467313855,1.284647996604779,11.822505892057523,0.04756062868928241,Y
47333,LP002714,Lucas,Henderson,Male,44,No,0,Graduate,No,2868,2128.722558406019,108021,300.0,1.0,Urban,33178,Homestead,25.75,-80.3,4996.722558406019,1.3466542807090054,21.614044944994383,0.026550147192238617,N
47334,LP002314,Chandler,Reed,Male,40,No,0,Not Graduate,Yes,1899,861.967951672626,24531,360.0,1.0,Rural,33145,Miami,25.77,-80.21,2760.967951672626,2.200545218764278,8.881710587968344,0.0774090983205609,N
47336,LP001119,Dane,Mendez,Male,34,No,0,Graduate,No,2655,1732.1647854539465,52556,360.0,1.0,Rural,33033,North Miami Beach,25.82,-80.15,4387.164785453946,1.5318797279305492,11.976760803107169,0.050516581996689305,N
47345,LP001792,Mario,Coleman,Male,26,No,3+,Graduate,No,2296,2063.9750434524585,70404,360.0,1.0,Urban,33150,Miami,25.85,-80.5,4359.9750434524585,1.1118778443739872,16.144096056157014,0.03261132021873447,N
47349,LP002231,Casey,Phillips,Male,37,No,0,Not Graduate,No,3575,1409.0220690417746,49913,360.0,1.0,Urban,33142,Miami,25.73,-80.33,4984.022069041775,2.53542130899377,10.012593587092047,0.07162319189005088,N
47351,LP002443,Francisco,Coleman,Male,34,Yes,0,Graduate,No,2910,1150.1062073397106,88211,360.0,1.0,Rural,33150,Miami,25.78,-80.3,4060.1062073397106,2.528003047368861,21.720929100690512,0.032988709019181064,N
47353,LP001665,Adonis,Harper,Male,24,Yes,0,Not Graduate,No,3253,1427.169184687487,42526,360.0,1.0,Semiurban,33032,Hialeah,25.82,-80.5,4680.169184687487,2.2777413452677346,9.084482598729021,0.07649258118371857,N
47359,LP001097,Nathaniel,Parker,Female,33,Yes,0,Graduate,No,4717,561.7160545133438,38505,360.0,1.0,Semiurban,33181,Hialeah,25.75,-80.46,5278.716054513344,8.382558063105954,7.293005836380947,0.12250038954968057,Y
47360,LP002004,Terrence,Jennings,Male,38,No,2,Graduate,No,9655,1662.1245118518439,148882,360.0,1.0,Rural,33030,Homestead,25.76,-80.16,11317.124511851844,5.805338043661818,13.15429953470624,0.06484957987144267,N
47361,LP002716,Celeste,Robinson,Male,37,No,3+,Graduate,No,2418,1014.4411260942229,9080,360.0,1.0,Urban,33149,Miami,25.81,-80.41,3432.441126094223,2.3812311101684034,2.6445771651629073,0.2662702345556657,N
47364,LP001030,Stephen,Price,Male,39,No,0,Graduate,No,2120,2520.712137096835,37159,360.0,1.0,Urban,33018,Miami,25.76,-80.4,4640.712137096834,0.8406986542249375,8.005451200435957,0.05705059203444564,N
47367,LP002097,Dane,Barnes,Male,25,No,1,Graduate,No,2942,2311.616824885673,220144,360.0,0.0,Rural,33193,Homestead,25.73,-80.15,5253.616824885673,1.272151948537969,41.89534790765448,0.013363919235049626,N
47371,LP001758,Harper,Wallace,Male,34,Yes,1,Graduate,No,1239,1659.7102175478265,89473,360.0,0.0,Urban,33169,Miami,25.73,-80.45,2898.7102175478267,0.746066343729422,30.855841890181658,0.013847598184947582,Y
47372,LP001674,Gary,Knight,Male,30,No,1,Graduate,No,4816,1373.3662504759636,118819,300.0,1.0,Urban,33155,Miami,25.7,-80.63,6189.366250475963,3.5041605527872552,19.194179341305414,0.04053189698703922,Y
47376,LP001157,Jeremiah,Coleman,Male,24,Yes,1,Not Graduate,No,1425,1851.3112440185348,39746,360.0,1.0,Rural,33016,Miami,25.96,-80.3,3276.311244018535,0.7693091561159583,12.127624458171606,0.03585176239716205,N
47379,LP002545,Gabrielle,Parker,Male,22,No,0,Graduate,No,1746,524.1314924784833,93088,360.0,1.0,Semiurban,33142,Key Biscayne,25.85,-80.3,2270.1314924784833,3.3248815296895193,40.98749909826365,0.01875624402453566,Y
47382,LP001849,Terry,Edwards,Male,22,Yes,0,Graduate,No,2585,1008.3373489101348,33594,360.0,1.0,Rural,33013,Miami,25.49,-80.35,3593.337348910135,2.56108624414943,9.346368117112402,0.07694597410328918,Y
47386,LP001665,Giselle,Harrison,Male,33,No,3+,Graduate,No,1982,1457.963976205178,100119,360.0,1.0,Semiurban,33122,Miami,25.5,-80.31,3439.963976205178,1.3584982441823266,29.096206961868553,0.01979624450659209,Y
47387,LP002536,Janet,Hayes,Male,39,No,0,Not Graduate,No,1483,893.4282573431198,89507,360.0,1.0,Rural,33010,Miami,25.7,-80.36,2376.4282573431196,1.6580424285847366,37.64866499064329,0.01656835143227421,Y
47390,LP001877,Florentino,Hughes,Female,46,No,0,Not Graduate,No,3938,1504.6616278094814,88585,300.0,1.0,Rural,33016,Opa Locka,25.82,-80.18,5442.661627809482,2.6154614870070225,16.273054068506905,0.04445397692637663,N
47391,LP001319,Jack,Rivera,Female,37,Yes,1,Graduate,No,4630,1302.2719698184897,39983,360.0,1.0,Urban,33196,Miami,25.78,-80.18,5932.27196981849,3.5525969308193077,6.7387775587208,0.11579631852741097,Y
47392,LP001504,Ava,Gross,Female,33,Yes,0,Not Graduate,No,3462,2364.519221696836,10795,300.0,1.0,Urban,33182,Hialeah,25.85,-80.31,5826.519221696836,1.463526471586494,1.852417742323079,0.32067432382363836,Y
47396,LP001894,Pedro,Reed,Male,41,Yes,1,Not Graduate,No,5473,1090.657061714694,77370,360.0,1.0,Urban,33033,Miami,25.48,-80.41,6563.657061714694,5.013479225246266,11.78584033752875,0.07073709787905029,Y
47399,LP001238,Basilio,Jordan,Female,26,No,3+,Graduate,No,3293,1574.7461304865426,39353,360.0,1.0,Urban,33039,Miami,25.64,-80.18,4867.746130486543,2.0898036405034492,8.082779209534875,0.08367637343090918,N
47400,LP001565,Esteban,Garcia,Female,41,Yes,1,Graduate,No,3714,769.4692363496473,68020,360.0,1.0,Rural,33138,Miami,25.89,-80.36,4483.469236349647,4.8204390581463095,15.16790425244799,0.05460078505167522,N
47402,LP001322,Maxwell,Hayes,Male,45,No,0,Graduate,No,2840,501.6274363303653,146670,360.0,1.0,Urban,33154,Miami,25.82,-80.32,3341.6274363303655,5.650308349131452,43.87865617504134,0.019363064273101024,N
47403,LP002690,Isaac,Bennett,Male,32,No,0,Graduate,Yes,4301,1712.4581697102449,145642,360.0,1.0,Semiurban,33176,Miami,25.9,-80.39,6013.458169710245,2.5101283918283936,24.21531514401014,0.029531113750746688,N
47405,LP002795,Elena,James,Female,39,No,2,Not Graduate,No,2748,3180.871355942867,102299,120.0,0.0,Urban,33170,Homestead,25.73,-80.41,5928.871355942867,0.8636427097743867,17.25147037084992,0.02686217008797654,Y
47411,LP001267,Jay,Rodriguez,Female,46,Yes,2,Graduate,No,9617,1430.4505164801963,180381,480.0,1.0,Urban,33161,Miami,25.65,-80.34,11047.450516480196,6.7183600755178805,16.326361758233734,0.053314632280382745,Y
47412,LP001233,Leroy,Rogers,Female,32,No,2,Graduate,No,2409,1935.4869596471694,115990,360.0,1.0,Rural,33147,Miami,25.94,-80.51,4344.486959647169,1.244005278733673,26.692060309258824,0.02076885275581726,N
47414,LP001385,Amber,Alexander,Male,19,Yes,0,Graduate,No,3270,2631.8229619778244,114704,480.0,1.0,Urban,33170,Miami,25.7,-80.14,5901.822961977825,1.2420128687815442,19.432058311565353,0.028507911599319993,N
47417,LP002941,Alvaro,Bradley,Male,45,No,2,Not Graduate,No,3406,1695.353810190478,116102,180.0,0.0,Rural,33160,Miami,25.71,-80.17,5101.353810190478,2.0078358533103136,22.754596078405967,0.029336020602396148,Y
47422,LP002403,Cleofas,Alexander,Male,25,Yes,1,Graduate,No,8695,961.5562186626852,-26163,360.0,1.0,Urban,33155,Miami,25.78,-80.18,9656.556218662685,9.033238611330447,-2.7090704322736916,-0.33235226664628087,N
47427,LP002467,Travis,Parker,Male,32,No,2,Graduate,No,2348,2112.144433281212,-4404,360.0,1.0,Rural,33140,Miami,25.46,-80.35,4460.144433281212,1.1111403286116666,-0.9871906336735254,-0.5332727685668862,Y
47430,LP002637,Lucas,Alexander,Female,34,Yes,2,Graduate,Yes,2221,1742.097131089175,73262,360.0,1.0,Semiurban,33160,Miami,25.78,-80.41,3963.097131089175,1.2741688115866538,18.481383673833072,0.030315438898216016,Y
47431,LP002545,Perry,Rivera,Male,26,No,1,Not Graduate,No,2154,3034.276530532699,170432,360.0,1.0,Urban,33193,Homestead,25.85,-80.2,5188.276530532699,0.7096552746783725,32.84311387092422,0.012638397493443171,Y
47440,LP002683,David,Morales,Male,38,Yes,1,Graduate,No,2967,1123.2103270644702,81945,360.0,1.0,Semiurban,33129,Miami,25.89,-80.14,4090.21032706447,2.639185861018915,20.02952511581023,0.036206770312156786,N
47443,LP001824,Orlando,Bryant,Male,19,No,1,Graduate,No,3680,2498.479596653851,110535,360.0,1.0,Rural,33194,Hialeah,25.76,-80.14,6178.479596653851,1.4723064772869348,17.887428588623223,0.03329232105377434,Y
47445,LP002158,Sidney,Rivera,Male,41,No,0,Graduate,No,2140,781.8807210126051,42935,360.0,0.0,Rural,33056,Miami,25.81,-80.14,2921.880721012605,2.7334943147304096,14.689275443688159,0.049841624743804734,Y
47449,LP001657,Jane,Owens,Male,23,No,0,Graduate,Yes,2681,3843.911861289642,48473,360.0,1.0,Rural,33031,Miami,25.89,-80.41,6524.911861289642,0.6972851645813155,7.427774237579242,0.055308000165036925,N
47452,LP001529,Warren,Rivera,Male,44,Yes,0,Graduate,No,2525,353.77488869939884,45625,360.0,1.0,Semiurban,33157,Miami,25.52,-80.41,2878.7748886993986,7.117189182291408,15.843252255250325,0.0553412527944593,Y
47457,LP001790,Mateo,Daniels,Male,22,No,3+,Not Graduate,No,3025,1827.1719271190377,54033,360.0,1.0,Semiurban,33161,Miami,25.91,-80.46,4852.171927119038,1.6546583803893151,11.133543342668126,0.05598326979309324,Y
47459,LP001325,Phillip,Edwards,Female,25,Yes,0,Graduate,No,3108,917.4478737491219,90625,360.0,1.0,Rural,33158,Miami,25.46,-80.29,4025.4478737491218,3.3839699441113456,22.507431572836158,0.03429479398848013,Y
47460,LP002403,Terence,Ortiz,Male,21,Yes,2,Graduate,No,3178,1795.6004463356076,250130,360.0,1.0,Rural,33130,Key Biscayne,25.71,-80.21,4973.600446335608,1.7688963656231582,50.28142515129046,0.012705342400582095,N
47463,LP002224,Matthew,Morgan,Male,42,Yes,0,Not Graduate,No,1934,2273.085259941319,68334,180.0,1.0,Urban,33030,Miami Beach,25.77,-80.34,4207.085259941319,0.8504518427993792,16.238739421585034,0.028301748737835662,N
47464,LP002368,Tyler,Walker,Male,26,Yes,3+,Graduate,No,3711,1120.5861821703993,154556,360.0,1.0,Rural,33169,Miami,25.7,-80.58,4831.586182170399,3.3087069535920857,31.982047329073435,0.024010559211164812,Y
47468,LP002418,Lewis,Rivera,Female,36,Yes,2,Graduate,Yes,1703,1119.4794143896668,50321,84.0,1.0,Urban,33165,Miami,25.6,-80.36,2822.479414389667,1.5198851296412583,17.82233642063849,0.033842057151941496,N
47469,LP002265,Blaine,Sanchez,Male,22,Yes,0,Graduate,No,1922,1431.665478003215,77690,360.0,1.0,Semiurban,33135,Miami,25.73,-80.2,3353.665478003215,1.3415553243306997,23.158791989669005,0.024739030260905383,N
47471,LP001343,Santiago,Rogers,Male,21,No,0,Graduate,No,2304,2400.557910289711,91164,360.0,1.0,Urban,33166,Miami,25.76,-80.38,4704.557910289711,0.9593772401357825,19.37368570061594,0.02527285690780453,Y
47472,LP002229,Alex,Butler,Female,42,Yes,0,Graduate,No,2501,2034.6280530886113,50885,360.0,1.0,Semiurban,33173,Miami,25.73,-80.34,4535.6280530886115,1.2286134474347072,11.216480479451395,0.04914907833195771,N
47479,LP001422,Orlando,Morris,Male,36,Yes,0,Graduate,No,3641,1786.8537092276163,92521,180.0,0.0,Semiurban,33173,Miami,25.73,-80.13,5427.8537092276165,2.036520091776958,17.04245591343505,0.03935280257668446,N
47482,LP001043,Fletcher,Rivera,Male,33,No,3+,Graduate,No,1996,926.189613204228,21264,360.0,1.0,Rural,33149,Miami,25.85,-80.41,2922.189613204228,2.1527419759396613,7.274245879894072,0.09386315541970373,N
47483,LP002170,Natividad,Parker,Female,38,Yes,3+,Graduate,No,2996,2272.1897767403225,23952,360.0,1.0,Urban,33156,Miami,25.68,-80.45,5268.1897767403225,1.317971790413453,4.545670399978917,0.12507827829499438,N
47484,LP001018,Charlotte,Collins,Male,34,No,2,Graduate,No,2700,1213.109546165704,40593,360.0,1.0,Rural,33138,Miami,25.73,-80.32,3913.109546165704,2.223852047393011,10.37094121184351,0.06651229245701336,N
47485,LP002534,Adonis,Riley,Male,29,No,2,Graduate,Yes,3400,1288.0523808886282,22144,360.0,1.0,Semiurban,33169,Miami,25.7,-80.18,4688.052380888628,2.6375964626481334,4.722489364856159,0.1535335290133213,Y
47491,LP001608,Anderson,Perry,Male,42,Yes,3+,Graduate,No,1619,1321.775337779694,73288,360.0,1.0,Urban,33134,Miami,25.7,-80.27,2940.775337779694,1.223941778894612,24.912847374440954,0.022090627515725415,Y
47493,LP001736,Cecilio,Ramirez,Male,33,Yes,1,Graduate,No,4423,2084.3786728955174,64302,360.0,1.0,Urban,33015,Opa Locka,25.6,-80.24,6507.378672895517,2.1209577222053055,9.879879956553394,0.06878372704228418,Y
47497,LP001586,Domingo,Alexander,Male,40,No,1,Graduate,No,2316,3220.146970995335,127668,240.0,1.0,Semiurban,33196,Miami,25.49,-80.14,5536.146970995334,0.7189985495397485,23.056639216685074,0.01814066061455796,Y
47498,LP001164,Francesca,Parker,Male,26,No,0,Graduate,No,2813,1566.3656424575418,51099,360.0,1.0,Semiurban,33035,Miami,25.92,-80.36,4379.365642457542,1.7947311870313638,11.665464523032746,0.05504892367906067,Y
47500,LP001322,Daisy,Patterson,Male,44,Yes,2,Not Graduate,No,2870,2912.9489919051284,156484,360.0,1.0,Urban,33032,Homestead,25.9,-80.36,5782.948991905128,0.9849177209253773,27.054872063879838,0.01834041601431447,Y
47501,LP002398,Jonas,Perry,Male,42,No,0,Graduate,No,1610,1095.2426231950624,69444,360.0,1.0,Semiurban,33143,Miami,25.85,-80.58,2705.242623195062,1.4686529842340577,25.660670408779744,0.023183814529483763,N
47503,LP002792,Manuel,Patrick,Male,38,Yes,0,Graduate,No,7017,1800.2039252525042,141697,360.0,1.0,Urban,33161,Homestead,25.93,-80.51,8817.203925252505,3.8957276861454275,16.068691674755364,0.04952081186749284,N
47504,LP002467,Jesse,Ramirez,Male,19,Yes,0,Graduate,No,2282,784.7891432233795,-4085,360.0,1.0,Urban,33109,Miami,25.65,-80.38,3066.7891432233796,2.9040869547255714,-1.3315778266650422,-0.558765915768854,Y
47507,LP002379,Antonio,Griffin,Male,40,Yes,0,Graduate,Yes,1441,1509.6203562596404,20793,300.0,1.0,Rural,33035,Miami,25.27,-80.19,2950.62035625964,0.9539127379217746,7.044605162687439,0.06929883620275079,Y
47508,LP001720,Matthew,Rivera,Female,40,Yes,0,Not Graduate,No,4018,1995.3860041039845,56355,360.0,1.0,Rural,33142,Miami,25.76,-80.16,6013.386004103984,2.0126368306230207,9.370033775940808,0.07129675633472922,Y
47509,LP002515,Aurora,Harris,Male,36,Yes,0,Graduate,No,2779,1515.20459776169,35926,360.0,1.0,Rural,33054,Hialeah,25.67,-80.26,4294.20459776169,1.8328660947886075,8.364211571835646,0.07735129568291257,N
47510,LP001322,Liam,Rivera,Male,24,No,2,Graduate,No,1953,1784.2150219196824,28418,360.0,1.0,Semiurban,33169,Miami Beach,25.89,-80.41,3737.2150219196824,1.0939858650191587,7.602023916057811,0.06872162989549245,N
47514,LP001819,Homero,Webb,Male,42,Yes,3+,Not Graduate,No,3299,2005.827290712617,60405,360.0,1.0,Urban,33179,Miami,25.5,-80.19,5304.8272907126175,1.6438883481739663,11.384652513234576,0.05461378008807072,N
47515,LP001778,Ricardo,Vaughan,Male,20,No,0,Graduate,Yes,3302,1182.6282227756776,42779,360.0,0.0,Urban,33168,Miami,25.78,-80.47,4484.628222775677,2.7897273286172717,9.536902720290232,0.07718560074801309,Y
47519,LP001086,Mario,Henderson,Male,29,No,0,Graduate,No,4262,1752.8285941340873,45987,360.0,1.0,Rural,33174,Miami,25.91,-80.31,6014.828594134087,2.4301120498632676,7.644333491290126,0.0926763503522658,N
47521,LP002740,Marshall,Morgan,Male,42,No,0,Graduate,Yes,3247,2802.3440693889374,63589,180.0,1.0,Rural,33039,Miami,25.96,-80.45,6049.344069388937,1.1582595356223144,10.50998079955844,0.05106148765529171,N
47522,LP001207,Carmen,Rodriguez,Male,31,Yes,0,Graduate,No,7896,1339.2306554303689,70920,360.0,1.0,Semiurban,33155,Miami,25.92,-80.38,9235.230655430369,5.891523200134884,7.67845700760008,0.11133514755855106,N
47523,LP002305,Lewis,Mitchell,Male,35,No,0,Graduate,No,1803,1047.9767651879804,42756,360.0,1.0,Semiurban,33190,Miami,25.82,-80.41,2850.97676518798,1.7188178612105827,14.991706987901024,0.042168533807329794,Y
47525,LP001616,Manuel,Bailey,Female,29,No,3+,Graduate,No,3360,526.1464335790524,172083,360.0,1.0,Semiurban,33137,Miami,25.66,-80.2,3886.1464335790524,6.373940495409089,44.269749787006674,0.019525348085818555,N
47527,LP002619,Jordan,Bailey,Male,37,Yes,0,Not Graduate,No,6445,960.5556763641634,110028,360.0,1.0,Rural,33149,Homestead,25.85,-80.29,7405.555676364163,6.7026799991133625,14.855488138855405,0.05857546646793118,Y
47528,LP001955,Curtis,Dawson,Male,33,Yes,0,Graduate,No,10150,1240.4438639429206,48360,360.0,1.0,Semiurban,33158,Miami,25.73,-80.41,11390.44386394292,8.175963726432885,4.24529151682631,0.20987986187216973,Y
47529,LP001008,Oscar,Rivera,Male,27,No,3+,Graduate,No,1564,826.4948179227155,35738,360.0,1.0,Urban,33156,Miami,25.78,-80.14,2390.4948179227154,1.8900420475455726,14.94379152828042,0.043761716891910794,Y
47543,LP001674,Grant,Rivera,Male,25,Yes,3+,Graduate,No,2576,1618.2763065732545,199066,360.0,1.0,Semiurban,33141,Miami,25.94,-80.3,4194.276306573254,1.5908341211089438,47.45003319283139,0.012940366811174128,Y
47544,LP002035,Jonathan,Mendez,Male,19,No,0,Not Graduate,No,2951,1853.3517055464804,18673,360.0,1.0,Urban,33149,Miami,25.95,-80.21,4804.35170554648,1.591391746869473,3.885875820170887,0.15802720359858627,Y
47550,LP001868,Garrett,Foster,Female,40,Yes,0,Graduate,No,1477,809.2107086176565,94884,360.0,1.0,Rural,33187,Homestead,25.79,-80.3,2286.2107086176566,1.822982570200767,41.48459065992479,0.015566211729988934,N
47551,LP001112,Connor,Morris,Male,35,Yes,1,Graduate,No,2508,2712.324483604459,109244,36.0,1.0,Rural,33149,Hialeah,25.61,-80.24,5220.32448360446,0.9243273390834184,20.92266058986342,0.022957572428944115,Y
47553,LP002777,Felipe,Reed,Male,28,No,0,Graduate,Yes,1482,2523.1067136311904,63702,360.0,1.0,Urban,33145,Key Biscayne,25.79,-80.24,4005.1067136311904,0.5871384090048984,15.901223944746002,0.023264210476743638,Y
47556,LP001259,Daphne,Turner,Male,38,No,3+,Not Graduate,No,2735,1388.0475326576125,21631,360.0,0.0,Rural,33144,Miami,25.76,-80.41,4123.0475326576125,1.9689750967464932,5.245089885290576,0.12643306213017752,Y
47559,LP002086,Clara,Ramirez,Male,35,No,3+,Graduate,Yes,1506,559.7156807588867,21233,84.0,1.0,Urban,33131,Miami,25.71,-80.3,2065.7156807588867,2.6858531902688036,10.273788599795864,0.07092398982763493,N
47560,LP002795,Jane,Terry,Male,34,No,0,Not Graduate,No,4546,1433.6828537374959,64798,360.0,1.0,Rural,33015,Hialeah,25.88,-80.3,5979.682853737496,3.1686445461846877,10.834548760515853,0.07015540363277212,N
47561,LP002978,Jack,Bryant,Female,21,No,0,Graduate,No,3138,2075.6641862722213,37744,360.0,1.0,Rural,33125,Miami,25.53,-80.29,5213.664186272221,1.5110772462604856,7.238049978244496,0.08313683931646576,N
47562,LP001868,Clara,Lopez,Male,24,No,0,Not Graduate,No,3103,1464.45678169839,224315,120.0,1.0,Urban,33162,Miami Beach,25.77,-80.18,4567.45678169839,2.1174285306481577,49.100825665818746,0.01383316392945666,N
47563,LP002467,Mateo,Hernandez,Male,32,No,2,Graduate,Yes,2939,2321.024240981911,59340,360.0,1.0,Semiurban,33135,Miami,25.77,-80.36,5260.024240981911,1.265705993989619,11.279172511268424,0.04952730826915623,N
